video,dash_start_ms,dash_start_ts,interval_start_ms,interval_start_ts,interval_end_ms,interval_end_ts,start_frame,end_frame,completion_frame,completion_ms,completion_ts
training video 74 10-44.mp4,150366.7,2:30:367,150316.7,2:30:317,150800.0,2:30:800,9019,9048,9049,150816.7,2:30:817
training video 74 10-44.mp4,152200.0,2:32:200,152150.0,2:32:150,152633.3,2:32:633,9129,9158,9159,152650.0,2:32:650
training video 74 10-44.mp4,162516.7,2:42:517,162466.7,2:42:467,162950.0,2:42:950,9748,9777,9778,162966.7,2:42:967
training video 74 10-44.mp4,165350.0,2:45:350,165300.0,2:45:300,165783.3,2:45:783,9918,9947,9948,165800.0,2:45:800
training video 74 10-44.mp4,165800.0,2:45:800,165750.0,2:45:750,166233.3,2:46:233,9945,9974,9975,166250.0,2:46:250
training video 74 10-44.mp4,182950.0,3:02:950,182900.0,3:02:900,183383.3,3:03:383,10974,11003,11004,183400.0,3:03:400
training video 74 10-44.mp4,187083.3,3:07:083,187033.3,3:07:033,187516.7,3:07:517,11222,11251,11252,187533.3,3:07:533
training video 74 10-44.mp4,188666.7,3:08:667,188616.7,3:08:617,189100.0,3:09:100,11317,11346,11347,189116.7,3:09:117
training video 74 10-44.mp4,189933.3,3:09:933,189883.3,3:09:883,190366.7,3:10:367,11393,11422,11423,190383.3,3:10:383
training video 74 10-44.mp4,209583.3,3:29:583,209533.3,3:29:533,210016.7,3:30:017,12572,12601,12602,210033.3,3:30:033
training video 74 10-44.mp4,211033.3,3:31:033,210983.3,3:30:983,211466.7,3:31:467,12659,12688,12689,211483.3,3:31:483
training video 74 10-44.mp4,215833.3,3:35:833,215783.3,3:35:783,216266.7,3:36:267,12947,12976,12977,216283.3,3:36:283
training video 74 10-44.mp4,222216.7,3:42:217,222166.7,3:42:167,222650.0,3:42:650,13330,13359,13360,222666.7,3:42:667
training video 74 10-44.mp4,232416.7,3:52:417,232366.7,3:52:367,232850.0,3:52:850,13942,13971,13972,232866.7,3:52:867
training video 74 10-44.mp4,245433.3,4:05:433,245383.3,4:05:383,245866.7,4:05:867,14723,14752,14753,245883.3,4:05:883
training video 74 10-44.mp4,249100.0,4:09:100,249050.0,4:09:050,249533.3,4:09:533,14943,14972,14973,249550.0,4:09:550
training video 74 10-44.mp4,260250.0,4:20:250,260200.0,4:20:200,260683.3,4:20:683,15612,15641,15642,260700.0,4:20:700
training video 74 10-44.mp4,262433.3,4:22:433,262383.3,4:22:383,262866.7,4:22:867,15743,15772,15773,262883.3,4:22:883
training video 74 10-44.mp4,272466.7,4:32:467,272416.7,4:32:417,272900.0,4:32:900,16345,16374,16375,272916.7,4:32:917
training video 74 10-44.mp4,274566.7,4:34:567,274516.7,4:34:517,275000.0,4:35:000,16471,16500,16501,275016.7,4:35:017
training video 74 10-44.mp4,275633.3,4:35:633,275583.3,4:35:583,276066.7,4:36:067,16535,16564,16565,276083.3,4:36:083
training video 74 10-44.mp4,277700.0,4:37:700,277650.0,4:37:650,278133.3,4:38:133,16659,16688,16689,278150.0,4:38:150
training video 74 10-44.mp4,297283.3,4:57:283,297233.3,4:57:233,297716.7,4:57:717,17834,17863,17864,297733.3,4:57:733
training video 74 10-44.mp4,307350.0,5:07:350,307300.0,5:07:300,307783.3,5:07:783,18438,18467,18468,307800.0,5:07:800
training video 74 10-44.mp4,308283.3,5:08:283,308233.3,5:08:233,308716.7,5:08:717,18494,18523,18524,308733.3,5:08:733
training video 74 10-44.mp4,310833.3,5:10:833,310783.3,5:10:783,311266.7,5:11:267,18647,18676,18677,311283.3,5:11:283
training video 74 10-44.mp4,314683.3,5:14:683,314633.3,5:14:633,315116.7,5:15:117,18878,18907,18908,315133.3,5:15:133
training video 74 10-44.mp4,352016.7,5:52:017,351966.7,5:51:967,352450.0,5:52:450,21118,21147,21148,352466.7,5:52:467
training video 74 10-44.mp4,352883.3,5:52:883,352833.3,5:52:833,353316.7,5:53:317,21170,21199,21200,353333.3,5:53:333
training video 74 10-44.mp4,353233.3,5:53:233,353183.3,5:53:183,353666.7,5:53:667,21191,21220,21221,353683.3,5:53:683
training video 74 10-44.mp4,361683.3,6:01:683,361633.3,6:01:633,362116.7,6:02:117,21698,21727,21728,362133.3,6:02:133
training video 74 10-44.mp4,365416.7,6:05:417,365366.7,6:05:367,365850.0,6:05:850,21922,21951,21952,365866.7,6:05:867
training video 74 10-44.mp4,368383.3,6:08:383,368333.3,6:08:333,368816.7,6:08:817,22100,22129,22130,368833.3,6:08:833
training video 74 10-44.mp4,377350.0,6:17:350,377300.0,6:17:300,377783.3,6:17:783,22638,22667,22668,377800.0,6:17:800
training video 74 10-44.mp4,377800.0,6:17:800,377750.0,6:17:750,378233.3,6:18:233,22665,22694,22695,378250.0,6:18:250
training video 74 10-44.mp4,381883.3,6:21:883,381833.3,6:21:833,382316.7,6:22:317,22910,22939,22940,382333.3,6:22:333
training video 74 10-44.mp4,395250.0,6:35:250,395200.0,6:35:200,395683.3,6:35:683,23712,23741,23742,395700.0,6:35:700
training video 74 10-44.mp4,398600.0,6:38:600,398550.0,6:38:550,399033.3,6:39:033,23913,23942,23943,399050.0,6:39:050
training video 74 10-44.mp4,400350.0,6:40:350,400300.0,6:40:300,400783.3,6:40:783,24018,24047,24048,400800.0,6:40:800
training video 74 10-44.mp4,401633.3,6:41:633,401583.3,6:41:583,402066.7,6:42:067,24095,24124,24125,402083.3,6:42:083
training video 74 10-44.mp4,402983.3,6:42:983,402933.3,6:42:933,403416.7,6:43:417,24176,24205,24206,403433.3,6:43:433
training video 74 10-44.mp4,403616.7,6:43:617,403566.7,6:43:567,404050.0,6:44:050,24214,24243,24244,404066.7,6:44:067
training video 74 10-44.mp4,432216.7,7:12:217,432166.7,7:12:167,432650.0,7:12:650,25930,25959,25960,432666.7,7:12:667
training video 74 10-44.mp4,433050.0,7:13:050,433000.0,7:13:000,433483.3,7:13:483,25980,26009,26010,433500.0,7:13:500
training video 74 10-44.mp4,477833.3,7:57:833,477783.3,7:57:783,478266.7,7:58:267,28667,28696,28697,478283.3,7:58:283
training video 74 10-44.mp4,480833.3,8:00:833,480783.3,8:00:783,481266.7,8:01:267,28847,28876,28877,481283.3,8:01:283
training video 74 10-44.mp4,482750.0,8:02:750,482700.0,8:02:700,483183.3,8:03:183,28962,28991,28992,483200.0,8:03:200
training video 74 10-44.mp4,494733.3,8:14:733,494683.3,8:14:683,495166.7,8:15:167,29681,29710,29711,495183.3,8:15:183
training video 74 10-44.mp4,495933.3,8:15:933,495883.3,8:15:883,496366.7,8:16:367,29753,29782,29783,496383.3,8:16:383
training video 74 10-44.mp4,498500.0,8:18:500,498450.0,8:18:450,498933.3,8:18:933,29907,29936,29937,498950.0,8:18:950
training video 74 10-44.mp4,507733.3,8:27:733,507683.3,8:27:683,508166.7,8:28:167,30461,30490,30491,508183.3,8:28:183
training video 74 10-44.mp4,509750.0,8:29:750,509700.0,8:29:700,510183.3,8:30:183,30582,30611,30612,510200.0,8:30:200
training video 74 10-44.mp4,549050.0,9:09:050,549000.0,9:09:000,549483.3,9:09:483,32940,32969,32970,549500.0,9:09:500
training video 74 10-44.mp4,550183.3,9:10:183,550133.3,9:10:133,550616.7,9:10:617,33008,33037,33038,550633.3,9:10:633
training video 74 10-44.mp4,551916.7,9:11:917,551866.7,9:11:867,552350.0,9:12:350,33112,33141,33142,552366.7,9:12:367
training video 74 10-44.mp4,552666.7,9:12:667,552616.7,9:12:617,553100.0,9:13:100,33157,33186,33187,553116.7,9:13:117
training video 74 10-44.mp4,554266.7,9:14:267,554216.7,9:14:217,554700.0,9:14:700,33253,33282,33283,554716.7,9:14:717
training video 74 10-44.mp4,573183.3,9:33:183,573133.3,9:33:133,573616.7,9:33:617,34388,34417,34418,573633.3,9:33:633
training video 74 10-44.mp4,574850.0,9:34:850,574800.0,9:34:800,575283.3,9:35:283,34488,34517,34518,575300.0,9:35:300
training video 74 10-44.mp4,591816.7,9:51:817,591766.7,9:51:767,592250.0,9:52:250,35506,35535,35536,592266.7,9:52:267
training video 74 10-44.mp4,592766.7,9:52:767,592716.7,9:52:717,593200.0,9:53:200,35563,35592,35593,593216.7,9:53:217
training video 74 10-44.mp4,600183.3,10:00:183,600133.3,10:00:133,600616.7,10:00:617,36008,36037,36038,600633.3,10:00:633
training video 74 10-44.mp4,610550.0,10:10:550,610500.0,10:10:500,610983.3,10:10:983,36630,36659,36660,611000.0,10:11:000
training video 74 10-44.mp4,611450.0,10:11:450,611400.0,10:11:400,611883.3,10:11:883,36684,36713,36714,611900.0,10:11:900
training video 74 10-44.mp4,614200.0,10:14:200,614150.0,10:14:150,614633.3,10:14:633,36849,36878,36879,614650.0,10:14:650
training video 74 10-44.mp4,614733.3,10:14:733,614683.3,10:14:683,615166.7,10:15:167,36881,36910,36911,615183.3,10:15:183
training video 74 10-44.mp4,624550.0,10:24:550,624500.0,10:24:500,624983.3,10:24:983,37470,37499,37500,625000.0,10:25:000
training video 75 09-13.mp4,466.7,0:00:467,416.7,0:00:417,900.0,0:00:900,25,54,55,916.7,0:00:917
training video 75 09-13.mp4,1283.3,0:01:283,1233.3,0:01:233,1716.7,0:01:717,74,103,104,1733.3,0:01:733
training video 75 09-13.mp4,1616.7,0:01:617,1566.7,0:01:567,2050.0,0:02:050,94,123,124,2066.7,0:02:067
training video 75 09-13.mp4,2016.7,0:02:017,1966.7,0:01:967,2450.0,0:02:450,118,147,148,2466.7,0:02:467
training video 75 09-13.mp4,14266.7,0:14:267,14216.7,0:14:217,14700.0,0:14:700,853,882,883,14716.7,0:14:717
training video 75 09-13.mp4,14983.3,0:14:983,14933.3,0:14:933,15416.7,0:15:417,896,925,926,15433.3,0:15:433
training video 75 09-13.mp4,16716.7,0:16:717,16666.7,0:16:667,17150.0,0:17:150,1000,1029,1030,17166.7,0:17:167
training video 75 09-13.mp4,17916.7,0:17:917,17866.7,0:17:867,18350.0,0:18:350,1072,1101,1102,18366.7,0:18:367
training video 75 09-13.mp4,18266.7,0:18:267,18216.7,0:18:217,18700.0,0:18:700,1093,1122,1123,18716.7,0:18:717
training video 75 09-13.mp4,19800.0,0:19:800,19750.0,0:19:750,20233.3,0:20:233,1185,1214,1215,20250.0,0:20:250
training video 75 09-13.mp4,20183.3,0:20:183,20133.3,0:20:133,20616.7,0:20:617,1208,1237,1238,20633.3,0:20:633
training video 75 09-13.mp4,20550.0,0:20:550,20500.0,0:20:500,20983.3,0:20:983,1230,1259,1260,21000.0,0:21:000
training video 75 09-13.mp4,21516.7,0:21:517,21466.7,0:21:467,21950.0,0:21:950,1288,1317,1318,21966.7,0:21:967
training video 75 09-13.mp4,23483.3,0:23:483,23433.3,0:23:433,23916.7,0:23:917,1406,1435,1436,23933.3,0:23:933
training video 75 09-13.mp4,24616.7,0:24:617,24566.7,0:24:567,25050.0,0:25:050,1474,1503,1504,25066.7,0:25:067
training video 75 09-13.mp4,25466.7,0:25:467,25416.7,0:25:417,25900.0,0:25:900,1525,1554,1555,25916.7,0:25:917
training video 75 09-13.mp4,25850.0,0:25:850,25800.0,0:25:800,26283.3,0:26:283,1548,1577,1578,26300.0,0:26:300
training video 75 09-13.mp4,30616.7,0:30:617,30566.7,0:30:567,31050.0,0:31:050,1834,1863,1864,31066.7,0:31:067
training video 75 09-13.mp4,31250.0,0:31:250,31200.0,0:31:200,31683.3,0:31:683,1872,1901,1902,31700.0,0:31:700
training video 75 09-13.mp4,33033.3,0:33:033,32983.3,0:32:983,33466.7,0:33:467,1979,2008,2009,33483.3,0:33:483
training video 75 09-13.mp4,33666.7,0:33:667,33616.7,0:33:617,34100.0,0:34:100,2017,2046,2047,34116.7,0:34:117
training video 75 09-13.mp4,34483.3,0:34:483,34433.3,0:34:433,34916.7,0:34:917,2066,2095,2096,34933.3,0:34:933
training video 75 09-13.mp4,34883.3,0:34:883,34833.3,0:34:833,35316.7,0:35:317,2090,2119,2120,35333.3,0:35:333
training video 75 09-13.mp4,50066.7,0:50:067,50016.7,0:50:017,50500.0,0:50:500,3001,3030,3031,50516.7,0:50:517
training video 75 09-13.mp4,50866.7,0:50:867,50816.7,0:50:817,51300.0,0:51:300,3049,3078,3079,51316.7,0:51:317
training video 75 09-13.mp4,51200.0,0:51:200,51150.0,0:51:150,51633.3,0:51:633,3069,3098,3099,51650.0,0:51:650
training video 75 09-13.mp4,68366.7,1:08:367,68316.7,1:08:317,68800.0,1:08:800,4099,4128,4129,68816.7,1:08:817
training video 75 09-13.mp4,81533.3,1:21:533,81483.3,1:21:483,81966.7,1:21:967,4889,4918,4919,81983.3,1:21:983
training video 75 09-13.mp4,83533.3,1:23:533,83483.3,1:23:483,83966.7,1:23:967,5009,5038,5039,83983.3,1:23:983
training video 75 09-13.mp4,84566.7,1:24:567,84516.7,1:24:517,85000.0,1:25:000,5071,5100,5101,85016.7,1:25:017
training video 75 09-13.mp4,100033.3,1:40:033,99983.3,1:39:983,100466.7,1:40:467,5999,6028,6029,100483.3,1:40:483
training video 75 09-13.mp4,101666.7,1:41:667,101616.7,1:41:617,102100.0,1:42:100,6097,6126,6127,102116.7,1:42:117
training video 75 09-13.mp4,102616.7,1:42:617,102566.7,1:42:567,103050.0,1:43:050,6154,6183,6184,103066.7,1:43:067
training video 75 09-13.mp4,103633.3,1:43:633,103583.3,1:43:583,104066.7,1:44:067,6215,6244,6245,104083.3,1:44:083
training video 75 09-13.mp4,104066.7,1:44:067,104016.7,1:44:017,104500.0,1:44:500,6241,6270,6271,104516.7,1:44:517
training video 75 09-13.mp4,123066.7,2:03:067,123016.7,2:03:017,123500.0,2:03:500,7381,7410,7411,123516.7,2:03:517
training video 75 09-13.mp4,128216.7,2:08:217,128166.7,2:08:167,128650.0,2:08:650,7690,7719,7720,128666.7,2:08:667
training video 75 09-13.mp4,135116.7,2:15:117,135066.7,2:15:067,135550.0,2:15:550,8104,8133,8134,135566.7,2:15:567
training video 75 09-13.mp4,136266.7,2:16:267,136216.7,2:16:217,136700.0,2:16:700,8173,8202,8203,136716.7,2:16:717
training video 75 09-13.mp4,136983.3,2:16:983,136933.3,2:16:933,137416.7,2:17:417,8216,8245,8246,137433.3,2:17:433
training video 75 09-13.mp4,138716.7,2:18:717,138666.7,2:18:667,139150.0,2:19:150,8320,8349,8350,139166.7,2:19:167
training video 75 09-13.mp4,167133.3,2:47:133,167083.3,2:47:083,167566.7,2:47:567,10025,10054,10055,167583.3,2:47:583
training video 75 09-13.mp4,167916.7,2:47:917,167866.7,2:47:867,168350.0,2:48:350,10072,10101,10102,168366.7,2:48:367
training video 75 09-13.mp4,168383.3,2:48:383,168333.3,2:48:333,168816.7,2:48:817,10100,10129,10130,168833.3,2:48:833
training video 75 09-13.mp4,195750.0,3:15:750,195700.0,3:15:700,196183.3,3:16:183,11742,11771,11772,196200.0,3:16:200
training video 75 09-13.mp4,198700.0,3:18:700,198650.0,3:18:650,199133.3,3:19:133,11919,11948,11949,199150.0,3:19:150
training video 75 09-13.mp4,207150.0,3:27:150,207100.0,3:27:100,207583.3,3:27:583,12426,12455,12456,207600.0,3:27:600
training video 75 09-13.mp4,207850.0,3:27:850,207800.0,3:27:800,208283.3,3:28:283,12468,12497,12498,208300.0,3:28:300
training video 75 09-13.mp4,209183.3,3:29:183,209133.3,3:29:133,209616.7,3:29:617,12548,12577,12578,209633.3,3:29:633
training video 75 09-13.mp4,210750.0,3:30:750,210700.0,3:30:700,211183.3,3:31:183,12642,12671,12672,211200.0,3:31:200
training video 75 09-13.mp4,215633.3,3:35:633,215583.3,3:35:583,216066.7,3:36:067,12935,12964,12965,216083.3,3:36:083
training video 75 09-13.mp4,216700.0,3:36:700,216650.0,3:36:650,217133.3,3:37:133,12999,13028,13029,217150.0,3:37:150
training video 75 09-13.mp4,218733.3,3:38:733,218683.3,3:38:683,219166.7,3:39:167,13121,13150,13151,219183.3,3:39:183
training video 75 09-13.mp4,220750.0,3:40:750,220700.0,3:40:700,221183.3,3:41:183,13242,13271,13272,221200.0,3:41:200
training video 75 09-13.mp4,258983.3,4:18:983,258933.3,4:18:933,259416.7,4:19:417,15536,15565,15566,259433.3,4:19:433
training video 75 09-13.mp4,259933.3,4:19:933,259883.3,4:19:883,260366.7,4:20:367,15593,15622,15623,260383.3,4:20:383
training video 75 09-13.mp4,261733.3,4:21:733,261683.3,4:21:683,262166.7,4:22:167,15701,15730,15731,262183.3,4:22:183
training video 75 09-13.mp4,268900.0,4:28:900,268850.0,4:28:850,269333.3,4:29:333,16131,16160,16161,269350.0,4:29:350
training video 75 09-13.mp4,271500.0,4:31:500,271450.0,4:31:450,271933.3,4:31:933,16287,16316,16317,271950.0,4:31:950
training video 75 09-13.mp4,273050.0,4:33:050,273000.0,4:33:000,273483.3,4:33:483,16380,16409,16410,273500.0,4:33:500
training video 75 09-13.mp4,296850.0,4:56:850,296800.0,4:56:800,297283.3,4:57:283,17808,17837,17838,297300.0,4:57:300
training video 75 09-13.mp4,297500.0,4:57:500,297450.0,4:57:450,297933.3,4:57:933,17847,17876,17877,297950.0,4:57:950
training video 75 09-13.mp4,298316.7,4:58:317,298266.7,4:58:267,298750.0,4:58:750,17896,17925,17926,298766.7,4:58:767
training video 75 09-13.mp4,312166.7,5:12:167,312116.7,5:12:117,312600.0,5:12:600,18727,18756,18757,312616.7,5:12:617
training video 75 09-13.mp4,312833.3,5:12:833,312783.3,5:12:783,313266.7,5:13:267,18767,18796,18797,313283.3,5:13:283
training video 75 09-13.mp4,313833.3,5:13:833,313783.3,5:13:783,314266.7,5:14:267,18827,18856,18857,314283.3,5:14:283
training video 75 09-13.mp4,315466.7,5:15:467,315416.7,5:15:417,315900.0,5:15:900,18925,18954,18955,315916.7,5:15:917
training video 75 09-13.mp4,316500.0,5:16:500,316450.0,5:16:450,316933.3,5:16:933,18987,19016,19017,316950.0,5:16:950
training video 75 09-13.mp4,317666.7,5:17:667,317616.7,5:17:617,318100.0,5:18:100,19057,19086,19087,318116.7,5:18:117
training video 75 09-13.mp4,318116.7,5:18:117,318066.7,5:18:067,318550.0,5:18:550,19084,19113,19114,318566.7,5:18:567
training video 75 09-13.mp4,332900.0,5:32:900,332850.0,5:32:850,333333.3,5:33:333,19971,20000,20001,333350.0,5:33:350
training video 75 09-13.mp4,343566.7,5:43:567,343516.7,5:43:517,344000.0,5:44:000,20611,20640,20641,344016.7,5:44:017
training video 75 09-13.mp4,343966.7,5:43:967,343916.7,5:43:917,344400.0,5:44:400,20635,20664,20665,344416.7,5:44:417
training video 75 09-13.mp4,345300.0,5:45:300,345250.0,5:45:250,345733.3,5:45:733,20715,20744,20745,345750.0,5:45:750
training video 75 09-13.mp4,347500.0,5:47:500,347450.0,5:47:450,347933.3,5:47:933,20847,20876,20877,347950.0,5:47:950
training video 75 09-13.mp4,348550.0,5:48:550,348500.0,5:48:500,348983.3,5:48:983,20910,20939,20940,349000.0,5:49:000
training video 75 09-13.mp4,360850.0,6:00:850,360800.0,6:00:800,361283.3,6:01:283,21648,21677,21678,361300.0,6:01:300
training video 75 09-13.mp4,364583.3,6:04:583,364533.3,6:04:533,365016.7,6:05:017,21872,21901,21902,365033.3,6:05:033
training video 75 09-13.mp4,365933.3,6:05:933,365883.3,6:05:883,366366.7,6:06:367,21953,21982,21983,366383.3,6:06:383
training video 75 09-13.mp4,376283.3,6:16:283,376233.3,6:16:233,376716.7,6:16:717,22574,22603,22604,376733.3,6:16:733
training video 75 09-13.mp4,378250.0,6:18:250,378200.0,6:18:200,378683.3,6:18:683,22692,22721,22722,378700.0,6:18:700
training video 75 09-13.mp4,380766.7,6:20:767,380716.7,6:20:717,381200.0,6:21:200,22843,22872,22873,381216.7,6:21:217
training video 75 09-13.mp4,388550.0,6:28:550,388500.0,6:28:500,388983.3,6:28:983,23310,23339,23340,389000.0,6:29:000
training video 75 09-13.mp4,392783.3,6:32:783,392733.3,6:32:733,393216.7,6:33:217,23564,23593,23594,393233.3,6:33:233
training video 75 09-13.mp4,393933.3,6:33:933,393883.3,6:33:883,394366.7,6:34:367,23633,23662,23663,394383.3,6:34:383
training video 75 09-13.mp4,394350.0,6:34:350,394300.0,6:34:300,394783.3,6:34:783,23658,23687,23688,394800.0,6:34:800
training video 75 09-13.mp4,395783.3,6:35:783,395733.3,6:35:733,396216.7,6:36:217,23744,23773,23774,396233.3,6:36:233
training video 75 09-13.mp4,396216.7,6:36:217,396166.7,6:36:167,396650.0,6:36:650,23770,23799,23800,396666.7,6:36:667
training video 75 09-13.mp4,407250.0,6:47:250,407200.0,6:47:200,407683.3,6:47:683,24432,24461,24462,407700.0,6:47:700
training video 75 09-13.mp4,410266.7,6:50:267,410216.7,6:50:217,410700.0,6:50:700,24613,24642,24643,410716.7,6:50:717
training video 75 09-13.mp4,414333.3,6:54:333,414283.3,6:54:283,414766.7,6:54:767,24857,24886,24887,414783.3,6:54:783
training video 75 09-13.mp4,427266.7,7:07:267,427216.7,7:07:217,427700.0,7:07:700,25633,25662,25663,427716.7,7:07:717
training video 75 09-13.mp4,428100.0,7:08:100,428050.0,7:08:050,428533.3,7:08:533,25683,25712,25713,428550.0,7:08:550
training video 75 09-13.mp4,448366.7,7:28:367,448316.7,7:28:317,448800.0,7:28:800,26899,26928,26929,448816.7,7:28:817
training video 75 09-13.mp4,450316.7,7:30:317,450266.7,7:30:267,450750.0,7:30:750,27016,27045,27046,450766.7,7:30:767
training video 75 09-13.mp4,486283.3,8:06:283,486233.3,8:06:233,486716.7,8:06:717,29174,29203,29204,486733.3,8:06:733
training video 75 09-13.mp4,487100.0,8:07:100,487050.0,8:07:050,487533.3,8:07:533,29223,29252,29253,487550.0,8:07:550
training video 75 09-13.mp4,487433.3,8:07:433,487383.3,8:07:383,487866.7,8:07:867,29243,29272,29273,487883.3,8:07:883
training video 75 09-13.mp4,487833.3,8:07:833,487783.3,8:07:783,488266.7,8:08:267,29267,29296,29297,488283.3,8:08:283
training video 77 08-38.mp4,1016.7,0:01:017,966.7,0:00:967,1450.0,0:01:450,58,87,88,1466.7,0:01:467
training video 77 08-38.mp4,2366.7,0:02:367,2316.7,0:02:317,2800.0,0:02:800,139,168,169,2816.7,0:02:817
training video 77 08-38.mp4,3250.0,0:03:250,3200.0,0:03:200,3683.3,0:03:683,192,221,222,3700.0,0:03:700
training video 77 08-38.mp4,3600.0,0:03:600,3550.0,0:03:550,4033.3,0:04:033,213,242,243,4050.0,0:04:050
training video 77 08-38.mp4,4733.3,0:04:733,4683.3,0:04:683,5166.7,0:05:167,281,310,311,5183.3,0:05:183
training video 77 08-38.mp4,5166.7,0:05:167,5116.7,0:05:117,5600.0,0:05:600,307,336,337,5616.7,0:05:617
training video 77 08-38.mp4,7000.0,0:07:000,6950.0,0:06:950,7433.3,0:07:433,417,446,447,7450.0,0:07:450
training video 77 08-38.mp4,8200.0,0:08:200,8150.0,0:08:150,8633.3,0:08:633,489,518,519,8650.0,0:08:650
training video 77 08-38.mp4,9966.7,0:09:967,9916.7,0:09:917,10400.0,0:10:400,595,624,625,10416.7,0:10:417
training video 77 08-38.mp4,10883.3,0:10:883,10833.3,0:10:833,11316.7,0:11:317,650,679,680,11333.3,0:11:333
training video 77 08-38.mp4,11816.7,0:11:817,11766.7,0:11:767,12250.0,0:12:250,706,735,736,12266.7,0:12:267
training video 77 08-38.mp4,12950.0,0:12:950,12900.0,0:12:900,13383.3,0:13:383,774,803,804,13400.0,0:13:400
training video 77 08-38.mp4,13683.3,0:13:683,13633.3,0:13:633,14116.7,0:14:117,818,847,848,14133.3,0:14:133
training video 77 08-38.mp4,25150.0,0:25:150,25100.0,0:25:100,25583.3,0:25:583,1506,1535,1536,25600.0,0:25:600
training video 77 08-38.mp4,26000.0,0:26:000,25950.0,0:25:950,26433.3,0:26:433,1557,1586,1587,26450.0,0:26:450
training video 77 08-38.mp4,27883.3,0:27:883,27833.3,0:27:833,28316.7,0:28:317,1670,1699,1700,28333.3,0:28:333
training video 77 08-38.mp4,38850.0,0:38:850,38800.0,0:38:800,39283.3,0:39:283,2328,2357,2358,39300.0,0:39:300
training video 77 08-38.mp4,39700.0,0:39:700,39650.0,0:39:650,40133.3,0:40:133,2379,2408,2409,40150.0,0:40:150
training video 77 08-38.mp4,40050.0,0:40:050,40000.0,0:40:000,40483.3,0:40:483,2400,2429,2430,40500.0,0:40:500
training video 77 08-38.mp4,51966.7,0:51:967,51916.7,0:51:917,52400.0,0:52:400,3115,3144,3145,52416.7,0:52:417
training video 77 08-38.mp4,52816.7,0:52:817,52766.7,0:52:767,53250.0,0:53:250,3166,3195,3196,53266.7,0:53:267
training video 77 08-38.mp4,55033.3,0:55:033,54983.3,0:54:983,55466.7,0:55:467,3299,3328,3329,55483.3,0:55:483
training video 77 08-38.mp4,57900.0,0:57:900,57850.0,0:57:850,58333.3,0:58:333,3471,3500,3501,58350.0,0:58:350
training video 77 08-38.mp4,58700.0,0:58:700,58650.0,0:58:650,59133.3,0:59:133,3519,3548,3549,59150.0,0:59:150
training video 77 08-38.mp4,59033.3,0:59:033,58983.3,0:58:983,59466.7,0:59:467,3539,3568,3569,59483.3,0:59:483
training video 77 08-38.mp4,72183.3,1:12:183,72133.3,1:12:133,72616.7,1:12:617,4328,4357,4358,72633.3,1:12:633
training video 77 08-38.mp4,74700.0,1:14:700,74650.0,1:14:650,75133.3,1:15:133,4479,4508,4509,75150.0,1:15:150
training video 77 08-38.mp4,75800.0,1:15:800,75750.0,1:15:750,76233.3,1:16:233,4545,4574,4575,76250.0,1:16:250
training video 77 08-38.mp4,83133.3,1:23:133,83083.3,1:23:083,83566.7,1:23:567,4985,5014,5015,83583.3,1:23:583
training video 77 08-38.mp4,94100.0,1:34:100,94050.0,1:34:050,94533.3,1:34:533,5643,5672,5673,94550.0,1:34:550
training video 77 08-38.mp4,95716.7,1:35:717,95666.7,1:35:667,96150.0,1:36:150,5740,5769,5770,96166.7,1:36:167
training video 77 08-38.mp4,98700.0,1:38:700,98650.0,1:38:650,99133.3,1:39:133,5919,5948,5949,99150.0,1:39:150
training video 77 08-38.mp4,134516.7,2:14:517,134466.7,2:14:467,134950.0,2:14:950,8068,8097,8098,134966.7,2:14:967
training video 77 08-38.mp4,135433.3,2:15:433,135383.3,2:15:383,135866.7,2:15:867,8123,8152,8153,135883.3,2:15:883
training video 77 08-38.mp4,137500.0,2:17:500,137450.0,2:17:450,137933.3,2:17:933,8247,8276,8277,137950.0,2:17:950
training video 77 08-38.mp4,138350.0,2:18:350,138300.0,2:18:300,138783.3,2:18:783,8298,8327,8328,138800.0,2:18:800
training video 77 08-38.mp4,155916.7,2:35:917,155866.7,2:35:867,156350.0,2:36:350,9352,9381,9382,156366.7,2:36:367
training video 77 08-38.mp4,158433.3,2:38:433,158383.3,2:38:383,158866.7,2:38:867,9503,9532,9533,158883.3,2:38:883
training video 77 08-38.mp4,160333.3,2:40:333,160283.3,2:40:283,160766.7,2:40:767,9617,9646,9647,160783.3,2:40:783
training video 77 08-38.mp4,161650.0,2:41:650,161600.0,2:41:600,162083.3,2:42:083,9696,9725,9726,162100.0,2:42:100
training video 77 08-38.mp4,162616.7,2:42:617,162566.7,2:42:567,163050.0,2:43:050,9754,9783,9784,163066.7,2:43:067
training video 77 08-38.mp4,175150.0,2:55:150,175100.0,2:55:100,175583.3,2:55:583,10506,10535,10536,175600.0,2:55:600
training video 77 08-38.mp4,175900.0,2:55:900,175850.0,2:55:850,176333.3,2:56:333,10551,10580,10581,176350.0,2:56:350
training video 77 08-38.mp4,177766.7,2:57:767,177716.7,2:57:717,178200.0,2:58:200,10663,10692,10693,178216.7,2:58:217
training video 77 08-38.mp4,178583.3,2:58:583,178533.3,2:58:533,179016.7,2:59:017,10712,10741,10742,179033.3,2:59:033
